"review-data href","audience-reviews__name","audience-reviews__name href","audience-reviews__duration","weapons_reviews"
"","Mike F","","Dec 23, 2024","Not a terrible film, but as the conclusion of the Skywalker Saga, this film leaves a lot to be desired."
"https://www.rottentomatoes.com/profiles/oo1h1esvxuX6h0pFDQs48f5KHPPcaxsxWu9zfWLCmmc7Xt1pUv8CO7FYYcmEFv5SgwCwohbbc2XhLbFWquYXhLjIk2h2jukMfDLUX3SeacMa","Joshua R","https://www.rottentomatoes.com/profiles/oo1h1esvxuX6h0pFDQs48f5KHPPcaxsxWu9zfWLCmmc7Xt1pUv8CO7FYYcmEFv5SgwCwohbbc2XhLbFWquYXhLjIk2h2jukMfDLUX3SeacMa","Dec 18, 2024","Somehow this review was bad. This trilogy proves the lack of management and commitment when it comes to telling a new story connecting one to the other, not to mention creative laziness. The film doesn't give up on where it goes and the decisions it will make, they ruined Anakin's redemption arc as the chosen one and Luke's when facing the Emperor, all to please the militancy, because the great villain (brought from absolute nothing) must being faced by a woman without charisma. The lack of creating something new and leaving the past in the past is created by nostalgic despair with a conflict of interests between directors who do not agree with the other's decision. In addition to being a messy and forced film, it managed to make people sad, due to the fact that everything that was done before was ignored and thrown in the trash can. Colin Trevorrow's version is natural and a thousand times better than this stab in the heart."
"https://www.rottentomatoes.com/profiles/qOJhbVCD0FvWU7GH4wSG3HeLu99cMVuA6Uk5hedf11cwatOQudjCwMs11caPF7Jf14hw3UKKcaktNVFExi3vS95t0RuPKf9dUoOseQSE0ijQ","Samuel M","https://www.rottentomatoes.com/profiles/qOJhbVCD0FvWU7GH4wSG3HeLu99cMVuA6Uk5hedf11cwatOQudjCwMs11caPF7Jf14hw3UKKcaktNVFExi3vS95t0RuPKf9dUoOseQSE0ijQ","Dec 16, 2024","I grew up reading both Dark Empire series so the idea that the Emperor cloned himself to survive death didn’t seem so outlandish. Plus, after the travesty of the previous movie—in which expectations were subverted for seemingly no good story-level reason—I was ready for a change in the narrative, however abrupt it was. This trilogy will forever be a flawed, discordant mess—proof that a coherent plot should have been outline beforehand—but that doesn’t mean I can’t enjoy one or all of them for what they are, and this one was a good time."
"https://www.rottentomatoes.com/profiles/EWwhK1FkPFo0uYKsLVIjKHVMFaacEATo0FnVSQAuVVcQKt42c6qId0IzzcQDFKNcg4hDmhOOcWacmRhP2u9EIqRs3Lf6Yf6oCb1tewie3Hnz","Max B","https://www.rottentomatoes.com/profiles/EWwhK1FkPFo0uYKsLVIjKHVMFaacEATo0FnVSQAuVVcQKt42c6qId0IzzcQDFKNcg4hDmhOOcWacmRhP2u9EIqRs3Lf6Yf6oCb1tewie3Hnz","Dec 14, 2024","Terrible ending to the skywalker saga. But keeping in mind how the other films set it up it's an ok story"
"https://www.rottentomatoes.com/profiles/49DfGYu7OFD3CA6hqnFg8hN5CoocBNhAxSWLF2oINNc13tD2ujzF5MSNNcYguNYhb0t8NS66cK3UYkh2xHW2FNBuwoijoC6Vh4ouNot74t9a","Obi-wan K","https://www.rottentomatoes.com/profiles/49DfGYu7OFD3CA6hqnFg8hN5CoocBNhAxSWLF2oINNc13tD2ujzF5MSNNcYguNYhb0t8NS66cK3UYkh2xHW2FNBuwoijoC6Vh4ouNot74t9a","Dec 14, 2024","Boring and mid."
"https://www.rottentomatoes.com/profiles/6xMi49C51F2nTEjtz2u69uxoi33cYOhD6IAVhjYh22cWQt5RHOEI7vfmmcOjuVQF8ES3dhggcbLFPMF27HEGH7vFb4tkOF1OfdQIR7hNVFw7","","","Dec 14, 2024","It's not as bad as The Last Jedi, but it's definitely not good either. I attribute most of the things wrong with this film to be cause of the former so I'll give it some slack. What I can't forgive though is bringing Palpatine back and giving the most ridiculous explanation for it ever. They also wasted the opportunity to make Rey Obi-Wan's granddaughter instead of Palpatine. Wait... Palpatine had children? Why? When? Does any of that make sense? How could they have not realized the potential thematic complexity and poetry of having Obi-Wan and Anakin still fighting after all these years through their grandchildren? Would have been perfect but here we are. There's the fact that all John Boyega has to do in this movie is shout REYYY. That's legitimately all he gets to do in this awful mess. We don't even get to learn what Finn wanted to say to Rey almost like it was a plot point they cut out of the movie. Rey kissing Ben by the end also churned my stomach cause didn't he like uh... I don't know... murder his own father right in front of you? So by the end all the ships show up cause Lando somehow gathered all of them in an afternoon despite no one answering the call in the last movie and it's completely contrived and by this point who honestly cares. Palpatine was as well able to build up an entire armada of ships with no one in the galaxy finding out about it and warning the New Republic. Wouldn't he have had to associate with people who followed the law of said republic to secure funding and resources at least at some point? Guess not. Bunch of crap. Screw this movie. And Rey does NOT get to call herself Rey Skywalker cause nothing she did was earned. She's just powerful cause this movie has to have a plot. They also had Chewbacca ""die"" only for him to miraculously survive rendering the entire thing pointless, and they completely changed Hux from a psychopathic dictator to some weasely spy. So dumb. So all over the place. Don't watch this movie."
"https://www.rottentomatoes.com/profiles/MnRt6ztLzUqwfaqUGDUazhbxcwwcKbF4oH2jU3QIGGcEWt1bTgBSqbFEEcz2u67IBPu2XfKKcnWfb0UpQtk6uXbubMcm0F9dsWDuNMfGWSoq","Tony T","https://www.rottentomatoes.com/profiles/MnRt6ztLzUqwfaqUGDUazhbxcwwcKbF4oH2jU3QIGGcEWt1bTgBSqbFEEcz2u67IBPu2XfKKcnWfb0UpQtk6uXbubMcm0F9dsWDuNMfGWSoq","Dec 13, 2024","By far one of the worst films created in the modern era. The sequel trilogy struggles at best, but this film takes the cake. It does things without purpose or planning, perhaps the only remaining dynamic villain left was General Hux who just ends up being “the spy” was writing a plot twist for the sake of a plot twist. The ending final battle puts the entire Star Wars franchise in jeopardy, because it puts everything following this film in timeline little by comparison.

A final battle with thousands of massive destroyers from a Sith planet has never been seen before. With every Star Wars film one has seen before this; you’d think to yourself that there’s not a single way for this massive Sith fleet to fail. However, being the final film in a trilogy you know somehow they’re going to have this fleet fail and the Sith lose, the predictability knows no bounds. Palpatine returning out of nowhere is even known to the actors to be a terrible idea, that in its final release the film even has unenthusiastic lines of, “somehow Palpatine returned”. Unless it is acknowledged that the sequels and especially this film never happened, there cannot be a credible villain in a sequel to this. What more can you do than thousands of Sith destroyers that just gets wrecked by a random resistance fleet? The Sith have no more credibility and neither does any Empire/Order-like entity."
"https://www.rottentomatoes.com/profiles/WeWhdVuYASBKS84F5OCDjUk8hPPcD1SNDUmpHJ4tzzcgKt48cnBFAjS00cjNhdDUnKFvgF66c8ET0Dt3GUOQcW0swnS4bsVDi0OIB0h86UVa","Maximilian I","https://www.rottentomatoes.com/profiles/WeWhdVuYASBKS84F5OCDjUk8hPPcD1SNDUmpHJ4tzzcgKt48cnBFAjS00cjNhdDUnKFvgF66c8ET0Dt3GUOQcW0swnS4bsVDi0OIB0h86UVa","Dec 10, 2024","They massacred the franchise"
"","Wayne","","Dec 8, 2024","Have to see it of course. At least there’s no Jat Jar in it"
"https://www.rottentomatoes.com/profiles/0DOHJwUYxFe3im6FobFO8F5kf33czdtqbuabIO9Feecq3t84FwoH89HwwcmaFj7h80UkEIxxconcMwuOnFkaF8Eh7AiBetoduwxtbRFEXh9Y","Michael V","https://www.rottentomatoes.com/profiles/0DOHJwUYxFe3im6FobFO8F5kf33czdtqbuabIO9Feecq3t84FwoH89HwwcmaFj7h80UkEIxxconcMwuOnFkaF8Eh7AiBetoduwxtbRFEXh9Y","Dec 7, 2024","This movie suffers due to the issues brought up by the Last Jedi, it is clear steps were taken to retcon some aspects of the last Jedi. The pacing is also an issue with this film there isn't really alot of time to breath between the action scenes."
"https://www.rottentomatoes.com/profiles/PoguAzTp9c8bHR8Sa8Fn2uB8hppcz7hBkIaJUo6sbbcJdtgmH5EuRMIwwcM4hxau1quG4tBBcXLSaNcYRF9wCRViA3iPJFBwcvbh1QTY6FjX","Will G","https://www.rottentomatoes.com/profiles/PoguAzTp9c8bHR8Sa8Fn2uB8hppcz7hBkIaJUo6sbbcJdtgmH5EuRMIwwcM4hxau1quG4tBBcXLSaNcYRF9wCRViA3iPJFBwcvbh1QTY6FjX","Dec 5, 2024","This movie is not good but it has its moments. It’s at least not as bad as The Last Jedi. It also has easily some of the worst scenes in Star Wars and that kiss at the end. Hell no! I don’t know what they were thinking with this one."
"https://www.rottentomatoes.com/profiles/8JVsA2i6GSeNFM6IXESgxcqnt77cobS1bH3qUG9HxxcAKt1YUkVs9wuEEcnbuREHbNhL5SQQcExIg8s3VuawtpKuv4se3F7RUxGtWpIobSL1","Ray C","https://www.rottentomatoes.com/profiles/8JVsA2i6GSeNFM6IXESgxcqnt77cobS1bH3qUG9HxxcAKt1YUkVs9wuEEcnbuREHbNhL5SQQcExIg8s3VuawtpKuv4se3F7RUxGtWpIobSL1","Dec 3, 2024","Daisy Ridley is the only reason to watch this."
"https://www.rottentomatoes.com/profiles/wkjIPAUbPHpnUxoCYvtOeu4BFEEcq4sPGH7dsVvI66cpVtR3hOGcKAULLck6FM8FgAIY6cPPcq9s3guLgu5PhvbhoGc0XfP4FBdSPaFbGC58","Matthew A","https://www.rottentomatoes.com/profiles/wkjIPAUbPHpnUxoCYvtOeu4BFEEcq4sPGH7dsVvI66cpVtR3hOGcKAULLck6FM8FgAIY6cPPcq9s3guLgu5PhvbhoGc0XfP4FBdSPaFbGC58","Dec 2, 2024","Great to watch with your brain off but horrible if you do care for story and characters. Dont watch if first star wars fan"
"https://www.rottentomatoes.com/profiles/R0BiYds4xhVdtNpU96HR6seGt00cAbf1OfRWi9Yfvvc2qtB5fPxcj9sqqcg9Fp4tpVFb8tYYcK5FqXI9WtYmhPXC2LFY1H6vSAmsQ0I6QsAG","Jim k","https://www.rottentomatoes.com/profiles/R0BiYds4xhVdtNpU96HR6seGt00cAbf1OfRWi9Yfvvc2qtB5fPxcj9sqqcg9Fp4tpVFb8tYYcK5FqXI9WtYmhPXC2LFY1H6vSAmsQ0I6QsAG","Dec 2, 2024","What an idiotic, patronising and self congratulatory woke way to end the story of Luke Skywalker. 
Boo."
"https://www.rottentomatoes.com/profiles/Njwto3SwBhEbF8LFNdu57Hd4Ueecn0IQMfens01IYYcOatMLt27s9xHqqc9xIV2HbAh19S99cXnS7vSmdI0EfLpIJzH75co5uP1cj0fwYc2P","Alfie C","https://www.rottentomatoes.com/profiles/Njwto3SwBhEbF8LFNdu57Hd4Ueecn0IQMfens01IYYcOatMLt27s9xHqqc9xIV2HbAh19S99cXnS7vSmdI0EfLpIJzH75co5uP1cj0fwYc2P","Nov 30, 2024","Ruins Star Wars. I hate this movie to infinity. 5 days before Christmas we got this dog shit. JJ abrams you have ruined Star Wars."
"https://www.rottentomatoes.com/profiles/daWhpzHkbSqRtPDhOJH5aU7PIkkc6wtwotR6t9wt11cn7tPwIL7fO7s11cOwFN3F3mSv9f99coPc5AU0VFE8h9LF04t2YIVYuk9Uk0FYDsDP","Jae C","https://www.rottentomatoes.com/profiles/daWhpzHkbSqRtPDhOJH5aU7PIkkc6wtwotR6t9wt11cn7tPwIL7fO7s11cOwFN3F3mSv9f99coPc5AU0VFE8h9LF04t2YIVYuk9Uk0FYDsDP","Nov 23, 2024","This movie just makes me angry. HOW was Disney aloud to screw up THIS BAD with the conclusion on one of the GREATEST FILM SERIES OF ALL MOVIE HISTORY??? Please do not watch it. ""rEY sKYwAlKER"" made me cry (in a very VERY bad way.)"
"","Make Star Wars Great A…","","Nov 19, 2024","Star Wars Rise of Skywalker is a massive disappointment, not even in the same galaxy as Star Wars New Hope. The producers and directors of this film have infested their morally corrupt “woke” agenda, targeting the overwhelming majority of fans… the very same fans that have made Star Wars an enormous financial success, and most importantly a enduring cultural phenomenon."
"https://www.rottentomatoes.com/profiles/77VsBbTmdSo5hYPT02hx6Fp2u44c5KhKauo8ie1U22c3bt0mI89S51snncOqhKLcJMswBUMMczkF1jUXOh5NtpqiMLc76uxvuaQhq4h5BfLO","O G","https://www.rottentomatoes.com/profiles/77VsBbTmdSo5hYPT02hx6Fp2u44c5KhKauo8ie1U22c3bt0mI89S51snncOqhKLcJMswBUMMczkF1jUXOh5NtpqiMLc76uxvuaQhq4h5BfLO","Nov 18, 2024","More garbage destroying the saga."
"https://www.rottentomatoes.com/profiles/zjEUdNf5jHn7fBAfxvIGmsvWUkkcawuDPS8aiVYFPPcAxtjxC8afVvSGGcEwUPzCO1hpWf22cmdcjVt4oTDmiYWfoKF95FBPixQSVmhmMiN9","Yannis L","https://www.rottentomatoes.com/profiles/zjEUdNf5jHn7fBAfxvIGmsvWUkkcawuDPS8aiVYFPPcAxtjxC8afVvSGGcEwUPzCO1hpWf22cmdcjVt4oTDmiYWfoKF95FBPixQSVmhmMiN9","Nov 16, 2024","Le scénario est digne d'un RPG, malheureusement c'est un film"
"https://www.rottentomatoes.com/profiles/NjBSoduDEi1GF8QHNdu5LF6kHeecoMFQMfRWU0GhYYcOatDoF5Dioqsqqc9xIB2Hb4C1jF99cKAh6pFWxFGjcLMtJxuNLho0FmwUjPhWYh2w","Darío C","https://www.rottentomatoes.com/profiles/NjBSoduDEi1GF8QHNdu5LF6kHeecoMFQMfRWU0GhYYcOatDoF5Dioqsqqc9xIB2Hb4C1jF99cKAh6pFWxFGjcLMtJxuNLho0FmwUjPhWYh2w","Nov 12, 2024","""Somehow he returned"". Well, this movie should have never been created. Poor action sequences and fights. Too many plot convenient coincidences..."
"https://www.rottentomatoes.com/profiles/g5msREUdKubeh3Rf23S6EtpOt11cpOhkduJbhnMc66cN6tMnhwaIMKsbbcaMFx0fgzf43H66c9QSXbudgtN2FNAh7wc65CWGcn8iW3t7ptmV","MARIELLE A","https://www.rottentomatoes.com/profiles/g5msREUdKubeh3Rf23S6EtpOt11cpOhkduJbhnMc66cN6tMnhwaIMKsbbcaMFx0fgzf43H66c9QSXbudgtN2FNAh7wc65CWGcn8iW3t7ptmV","Nov 11, 2024","The Rise of Skywalker stands out as one of the most captivating entries in the Star Wars franchise. It masterfully balances familiar themes with fresh ideas, creating a blend that feels both nostalgic and innovative. Despite some criticism, the storyline is robust, engaging, and emotionally resonant, skillfully wrapping up the new trilogy with a fitting and heartfelt conclusion. The character development is thoughtfully executed, adding depth to the narrative, and the storyline remains true to the legacy of Star Wars while offering creative new twists. This homage to the past, combined with imaginative storytelling, is precisely what makes this film a standout for me."
"https://www.rottentomatoes.com/profiles/kK0INjhxJcxWtz1tvBHOXuDJU11cbdhB8tXWfVNiMMcPvt6oCYNh0RIOOc3XuxjUQVtJqu11cL0tM7sjkfDBIRwHnPiBNSMdF0GczGUmwiED","Jacob B","https://www.rottentomatoes.com/profiles/kK0INjhxJcxWtz1tvBHOXuDJU11cbdhB8tXWfVNiMMcPvt6oCYNh0RIOOc3XuxjUQVtJqu11cL0tM7sjkfDBIRwHnPiBNSMdF0GczGUmwiED","Nov 10, 2024","What a disappointing way to end a franchise!"
"https://www.rottentomatoes.com/profiles/xjbHvBt9DsXBF9ku7YHo4fLnFEEc4puQks4zuV8ULLc6qt8pFobsOXcjjcgRhE9fbDSxkt22cgGF7xtgASkJFJDuQ7CkYhedFdAUvLuAGsXE","Garrett B","https://www.rottentomatoes.com/profiles/xjbHvBt9DsXBF9ku7YHo4fLnFEEc4puQks4zuV8ULLc6qt8pFobsOXcjjcgRhE9fbDSxkt22cgGF7xtgASkJFJDuQ7CkYhedFdAUvLuAGsXE","Nov 9, 2024","Yeah this is the one of the worst conclusions ever for a popular film franchise"
"https://www.rottentomatoes.com/profiles/OAPT7BIn0hV2UD6I6mu3efmkcddcPpf0BfVLf09fMMcdotMXh1EFpatWWcvOFpNUXkFdYhmmc9YSm8SjJcBdIbWhRgsPNHwdFQos2Ws84S89","Joseph H","https://www.rottentomatoes.com/profiles/OAPT7BIn0hV2UD6I6mu3efmkcddcPpf0BfVLf09fMMcdotMXh1EFpatWWcvOFpNUXkFdYhmmc9YSm8SjJcBdIbWhRgsPNHwdFQos2Ws84S89","Nov 5, 2024","It was certainly entertaining and has become admittedly nostalgic, though I wish they'd planned the trilogy out all at once to make it more connected and focused."
"https://www.rottentomatoes.com/profiles/oEPfn2FvQiXOU0QTDXSJRFoOtPPcJ2FxwI15HJqSmmc7XteRIvDuORHYYcmEFv5Sd3uwgFbbcRpiE3fWYF7xfLAtX1S2NskztNkuX3Se7u28","Yano D","https://www.rottentomatoes.com/profiles/oEPfn2FvQiXOU0QTDXSJRFoOtPPcJ2FxwI15HJqSmmc7XteRIvDuORHYYcmEFv5Sd3uwgFbbcRpiE3fWYF7xfLAtX1S2NskztNkuX3Se7u28","Oct 29, 2024","Star Wars The Rise Of Skywalker is the conclusion to the Skywalker saga that has been going on for over 40 years now. It is by no means a great movie however, when I saw this in the cinema, I felt a lot more satisfied by the end than I thought I'd be. This is by far my favourite of this miss hit sequel trilogy feeling a lot more like a traditional Star Wars movie. I had a lot of fun watching it but of course it left me a little disappointed leaving me desiring more from the final battle at the end. The film could've benefitted more from a longer runtime however, the fast pace made me feel like I was on a Star Wars roller-coaster ride. The action was awesome and the special effects as good as ever. Overall, fun, satisfying but could've left me even more satisfied."
"https://www.rottentomatoes.com/profiles/4pgCq4fvJCY3hABfWvSgGC1LUoocXKcKYtWzi2AfNNc13tDvfjzF5MSNNcYguN3ibKh8Gt66c2WUY9S4XhWAIKeFYGIPDf7GIvAFNeFYBFPJ","Sean O","https://www.rottentomatoes.com/profiles/4pgCq4fvJCY3hABfWvSgGC1LUoocXKcKYtWzi2AfNNc13tDvfjzF5MSNNcYguN3ibKh8Gt66c2WUY9S4XhWAIKeFYGIPDf7GIvAFNeFYBFPJ","Oct 28, 2024","So sad what they have done to Star Wars."
"https://www.rottentomatoes.com/profiles/vgOuLNURVuEDteXsJOS2XFKDTQQceqH7LFk9IERtggcjDt9DIx4SAPFnncRKFzvsGqs9jSeecj8uN6SepHQbuJgfpeIkEfbxsqQixdUn8cA3","","","Oct 24, 2024","Trash. Abrams delivers a hot mess into the gaping expectant mouths of fans here."
"https://www.rottentomatoes.com/profiles/kAeTEkFxOCVXSz8HvbuO1FDnt11cbaiM2HRWig0HMMcPvt65TYMi0jFOOcWEFx3SQAuJqu11c2VHxbhjkfq2hGwFnXhBnFM0i0LSY0c4GSwW","Lockie B","https://www.rottentomatoes.com/profiles/kAeTEkFxOCVXSz8HvbuO1FDnt11cbaiM2HRWig0HMMcPvt65TYMi0jFOOcWEFx3SQAuJqu11c2VHxbhjkfq2hGwFnXhBnFM0i0LSY0c4GSwW","Oct 24, 2024","I'm sorry I have tried time and time again to enjoy this movie but it is just bad I don't like it"
"https://www.rottentomatoes.com/profiles/9a7CVehdEcwzIdWIQ8HK3speSnnc3kt6YtKgHA0seecY2tabcKmS7LfQQcV8FAjhv7hm7fYYc39SkVFKOhqLHoQI42hB9sznh72sqotPKhAg","Walter H","https://www.rottentomatoes.com/profiles/9a7CVehdEcwzIdWIQ8HK3speSnnc3kt6YtKgHA0seecY2tabcKmS7LfQQcV8FAjhv7hm7fYYc39SkVFKOhqLHoQI42hB9sznh72sqotPKhAg","Oct 22, 2024","The writers and director are issuing a punitive product to all the hetero star wars fans."
"https://www.rottentomatoes.com/profiles/wDbCV6FbkhpmhMvuY5sVeIA8UEEcpjiXYs4MSE2c66cpVtRKCOaCa7fLLcGPhdxhWMhAeSPPcq9sJPcqeh58UvzioOi0XfP1fQjiPAuxoS53","John D","https://www.rottentomatoes.com/profiles/wDbCV6FbkhpmhMvuY5sVeIA8UEEcpjiXYs4MSE2c66cpVtRKCOaCa7fLLcGPhdxhWMhAeSPPcq9sJPcqeh58UvzioOi0XfP1fQjiPAuxoS53","Oct 14, 2024","Look, the plot was all over the place and they just exploited the force. But it is generally a pretty fun movie to watch, but there are somethings that ruin this."
"https://www.rottentomatoes.com/profiles/K1MFApS6LIoJUWVsQwtm7c2eFddc61IxNs5RujBUxxcj4tXghDOUVKCeeckEhQjH4nsWphYYcJVIG8hBvfQGhnYsa7C1zSWqipvukxs6Yf07","David R","https://www.rottentomatoes.com/profiles/K1MFApS6LIoJUWVsQwtm7c2eFddc61IxNs5RujBUxxcj4tXghDOUVKCeeckEhQjH4nsWphYYcJVIG8hBvfQGhnYsa7C1zSWqipvukxs6Yf07","Sep 15, 2024","This movie tried so hard to fix everything Rian Johnson did with The Last Jedi, but it's too late. Rise of Skywalker is very bad, but still better than Johnsons film."
"https://www.rottentomatoes.com/profiles/goYhRwf9WFPku39sOpc6BFpGh11cpOhqLcJLunvu66cN6tM8FwaIVbsbbc40uxAU1Dc4NU66c2JtvOu1PtgjtV6F7wc6KF6vUnQCJRF7BumM","Raphael B","https://www.rottentomatoes.com/profiles/goYhRwf9WFPku39sOpc6BFpGh11cpOhqLcJLunvu66cN6tM8FwaIVbsbbc40uxAU1Dc4NU66c2JtvOu1PtgjtV6F7wc6KF6vUnQCJRF7BumM","Sep 10, 2024","l'un des meilleur film star wars que jai vue"
"https://www.rottentomatoes.com/profiles/dagIpqtk8fqoFPjtqwc5vH7Jfkkc6zswotRNu9wt11cn7tPzcqDiELf11c8Ahv1F3nH0Qi99ckbs9gFa4sEdF9LFe5hxYhVphk5ugnsYxfD2","Oliver B","https://www.rottentomatoes.com/profiles/dagIpqtk8fqoFPjtqwc5vH7Jfkkc6zswotRNu9wt11cn7tPzcqDiELf11c8Ahv1F3nH0Qi99ckbs9gFa4sEdF9LFe5hxYhVphk5ugnsYxfD2","Sep 4, 2024","Better than the last jedi but not by much. Seriously why did they bring palpatine back that's just so dumb"
"https://www.rottentomatoes.com/profiles/XjVtDVfg7Fz6iX1IA9cpBIG6FVVcNdtMgsxGHMKSOOcNotoqFRWIvKFeecdDuAjcdgf2Yu11cdaF7nSABUxNipMfgvsqmsQ8hJXhYRCgpcRP","george gipson g","https://www.rottentomatoes.com/profiles/XjVtDVfg7Fz6iX1IA9cpBIG6FVVcNdtMgsxGHMKSOOcNotoqFRWIvKFeecdDuAjcdgf2Yu11cdaF7nSABUxNipMfgvsqmsQ8hJXhYRCgpcRP","Aug 25, 2024","Kylo ren gets thrown into a huge cavern and when it looks like Rey is going to be finished, guess what? He crawls out and saves her, omg so amazing! Guess what else? There's a big battle at the end and the good guys win. Wow so incredible!"
"https://www.rottentomatoes.com/profiles/qWefbVC6JUYxt73FdQhqxheYF99cM1faQSmbHexH11cwat6kcnjFNPs11cabuqoumOsw3UKKcaktm2SMdSOvF9gu0RuP7S9BuoxSeqU3OSjO","Marcel B","https://www.rottentomatoes.com/profiles/qWefbVC6JUYxt73FdQhqxheYF99cM1faQSmbHexH11cwat6kcnjFNPs11cabuqoumOsw3UKKcaktm2SMdSOvF9gu0RuP7S9BuoxSeqU3OSjO","Aug 20, 2024","I'm not happy with the old villain risen. It's non sense. Despite the special effects, this movie result is bad."
"https://www.rottentomatoes.com/profiles/KjVuAPHBWsoEfAkTNGimbF2zSddcb2Cxkh5VhzXuxxcj4tBgsDmHm9teecPbF7Vt4YSW1UYYcJDsGmsBeU7MtnYs4bh19iWLcaRtk6UBkUJ7","","","Aug 18, 2024","really like it, visually pleasing, fast paced"
"https://www.rottentomatoes.com/profiles/KjWtA3u6eho8SWoINGimdC2eFddcb4FxPf5QHz9ixxcj4tBgsDphVwFeeckmF7LHQqcBpuYYcJWfGvUwvu7Mtv5ca7CoYtWguaPsk2f60H0o","Thomas R","https://www.rottentomatoes.com/profiles/KjWtA3u6eho8SWoINGimdC2eFddcb4FxPf5QHz9ixxcj4tBgsDphVwFeeckmF7LHQqcBpuYYcJWfGvUwvu7Mtv5ca7CoYtWguaPsk2f60H0o","Aug 18, 2024","Feels like fan fiction and is very flawed but not the worst Star Wars movie"
"https://www.rottentomatoes.com/profiles/QkvUvMUkeHLmIanuN5HE1txVuMMcYohdAtJ9UPvTYYckvt9WHO0ULkSmmcWzFq3ibWhkwhWWcMQuekCVOiL8Fo0IJOfd3IKGCQ7t05Tnouqa","Chinu D","https://www.rottentomatoes.com/profiles/QkvUvMUkeHLmIanuN5HE1txVuMMcYohdAtJ9UPvTYYckvt9WHO0ULkSmmcWzFq3ibWhkwhWWcMQuekCVOiL8Fo0IJOfd3IKGCQ7t05Tnouqa","Aug 17, 2024","It’s a really good movie."
"https://www.rottentomatoes.com/profiles/aO2SJGfoOhm5tvBFYJTL6h8PHQQcdzIzEcq5hNjUKKcJBtd4tQNsz1hNNcoPua0h49uOvhWWcbWcg8uR6uz6CNEIe1i98t5Ncx2svJiq3sN9","Erik E","https://www.rottentomatoes.com/profiles/aO2SJGfoOhm5tvBFYJTL6h8PHQQcdzIzEcq5hNjUKKcJBtd4tQNsz1hNNcoPua0h49uOvhWWcbWcg8uR6uz6CNEIe1i98t5Ncx2svJiq3sN9","Aug 13, 2024","absolute waste of potential and a terrible finale.

2/10"
"https://www.rottentomatoes.com/profiles/4pDuGYuvJCDkHA4tWJtg0c1PSoocBWSK5udoUOLtNNc13tDjFj6sG7fNNcYvFNWubaU85T66c2eHYNU2xHvwcK4iY7UPeU73H4OfNot7kU9R","# S","https://www.rottentomatoes.com/profiles/4pDuGYuvJCDkHA4tWJtg0c1PSoocBWSK5udoUOLtNNc13tDjFj6sG7fNNcYvFNWubaU85T66c2eHYNU2xHvwcK4iY7UPeU73H4OfNot7kU9R","Aug 11, 2024","Obviously very rushed, i want to forget it exists. Nothing makes sense in it."
"https://www.rottentomatoes.com/profiles/pkPILvszbuVLsk1I5YC0XFwnhKKceXijnuwBckYFjjc19t4bh3ms8Jfggck6u72u83uz1SMMcp0FQnfqgCgpIBOTdRh1NiR4s6MHnYh9Js6j","Sebastian S","https://www.rottentomatoes.com/profiles/pkPILvszbuVLsk1I5YC0XFwnhKKceXijnuwBckYFjjc19t4bh3ms8Jfggck6u72u83uz1SMMcp0FQnfqgCgpIBOTdRh1NiR4s6MHnYh9Js6j","Aug 10, 2024","Too much coincidences, poor writing, and destroying the legacy."
"https://www.rottentomatoes.com/profiles/YJXuLxtJRFENuO2C7xfLvtOXuaacJ5IAPfnpCYxFddcNetGnha8f9pt22cQ4F3VHRdCKwHVVc4Vh1Gt38fMGCVPCLVFnauB7H8pSdMh4qU9E","Alexander D","https://www.rottentomatoes.com/profiles/YJXuLxtJRFENuO2C7xfLvtOXuaacJ5IAPfnpCYxFddcNetGnha8f9pt22cQ4F3VHRdCKwHVVc4Vh1Gt38fMGCVPCLVFnauB7H8pSdMh4qU9E","Aug 8, 2024","Genuinely insulting. Killed the franchise for me"
"https://www.rottentomatoes.com/profiles/Ln3hQwSJPSndfaPhP8FDeS6OSJJcBmFnOFezs1jSbbcwjt4wTWDFQxhMMcKnhW1SN8hJxCLLcKoC9gHjBFvDs5aH72CxQh9NfaOfzEhbeuog","Luis S","https://www.rottentomatoes.com/profiles/Ln3hQwSJPSndfaPhP8FDeS6OSJJcBmFnOFezs1jSbbcwjt4wTWDFQxhMMcKnhW1SN8hJxCLLcKoC9gHjBFvDs5aH72CxQh9NfaOfzEhbeuog","Aug 6, 2024","Entertaining at the very least. ""Somehow Palpatine has returned"". Really..even the actor delivering the news cant believe ehat he is saying. This is what the great minds at disney star wars can come up with..seriously."
"https://www.rottentomatoes.com/profiles/DDbT3Mi1gFW2tVnFGVuP9fGBSzzcPnuBWIK5fXohPPcOztm3FdDsA9Szzc4QhaPfB7uRGi22cDWSPVud6Cw1S8aFWoFeLFbaFAWtKptzBf6P","Yenno V","https://www.rottentomatoes.com/profiles/DDbT3Mi1gFW2tVnFGVuP9fGBSzzcPnuBWIK5fXohPPcOztm3FdDsA9Szzc4QhaPfB7uRGi22cDWSPVud6Cw1S8aFWoFeLFbaFAWtKptzBf6P","Aug 6, 2024","De minst goede Star Wars film."
